match_uid,ha_status,ha_method,csv_home_name,csv_home_id,csv_away_name,csv_away_id,page_home_name,page_home_id,page_away_name,page_away_id,page_set1_tb_home,page_set1_tb_away,page_set2_tb_home,page_set2_tb_away,page_set3_tb_home,page_set3_tb_away,page_set1_home,page_set1_away,page_set2_home,page_set2_away,page_set3_home,page_set3_away,page_time_overall,page_time_set1,page_time_set2,page_time_set3,page_date_time,page_court_type,error
0d8z25lB,correct,id_match,Cirstea J. C.,ruxI9xN9,Raschdorf C.,UFWJirY4,Cirstea J. C.,ruxI9xN9,Raschdorf C.,UFWJirY4,,,,,,,5,7,2,6,,,1:48,1:00,0:48,,"05:30 AM, May 07, 2025",CLAY,
0ddiKM05,error,,Daavettila S.,GMSQvTER,Moon J.,8vDMpqYA,Daavettila S.,GMSQvTER,Moon J.,8vDMpqYA,,,,,,,,,,,,,,,,,,,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
0fNBycxJ,correct,id_match,Vickery S.,A1GedNOl,Snigur D.,YuOTpKxj,Vickery S.,A1GedNOl,Snigur D.,YuOTpKxj,,,,,,,2,6,4,6,,,1:17,0:32,0:45,,"06:10 AM, June 22, 2023",GRASS,
0fenBaod,correct,id_match,Barbulescu B.,Yuujebcr,Sevcikova L.,ImrzsOJm,Barbulescu B.,Yuujebcr,Sevcikova L.,ImrzsOJm,,,,,,,7,5,3,6,4,6,2:52,1:02,0:50,1:00,"05:10 AM, June 19, 2025",CLAY,
0jXcqCwP,correct,id_match,Hodzic M.,Wb4Syjg1,Safarova Z.,jwCM0nBb,Hodzic M.,Wb4Syjg1,Safarova Z.,jwCM0nBb,,,,,,,6,2,1,6,10,7,2:05,0:56,0:50,0:19,"06:10 AM, December 27, 2024",CLAY,
0lvEgYGi,correct,id_match,Hodzic M.,Wb4Syjg1,Popovski D.,v9fxjIxn,Hodzic M.,Wb4Syjg1,Popovski D.,v9fxjIxn,,,,,,,3,6,6,3,6,4,2:12,0:39,0:42,0:51,"02:00 AM, January 09, 2025",CLAY,
0p8VwHt3,correct,id_match,Otzipka J.,GvqL4vFC,Zeltina B.,4UzT0Hd6,Otzipka J.,GvqL4vFC,Zeltina B.,4UzT0Hd6,,,,,,,4,6,2,6,,,1:27,0:44,0:43,,"06:45 AM, October 31, 2024",HARD,
0racApbf,correct,id_match,Wang J.,4ImMo4XI,Kuharenko P.,WhpaxLWn,Wang J.,4ImMo4XI,Kuharenko P.,WhpaxLWn,,,,,,,2,6,6,3,3,6,2:30,0:39,0:48,1:03,"10:10 PM, July 02, 2025",HARD,
0vNvSPVI,correct,id_match,Moyano L.,4IOOXPnG,Bosio V.,GG57VeBq,Moyano L.,4IOOXPnG,Bosio V.,GG57VeBq,,,,,,,0,6,4,6,,,1:35,0:32,1:03,,"01:40 PM, May 22, 2025",HARD,
0xCKAl4M,correct,id_match,Bosio V.,GG57VeBq,Da Cruz Mendonca S.,M7StrM4d,Bosio V.,GG57VeBq,Da Cruz Mendonca S.,M7StrM4d,,,,,,,6,1,6,0,,,0:58,0:28,0:30,,"10:00 AM, October 27, 2024",HARD,
0zP1vjOd,correct,id_match,Choi O.,8UVSZMUB,Atturu S.,2NQcagB2,Choi O.,8UVSZMUB,Atturu S.,2NQcagB2,,,,,,,6,1,6,0,,,1:11,0:32,0:39,,"10:00 PM, September 09, 2024",HARD,
21YMILsn,correct,id_match,Glushkova D.,GCVy5Dvm,Di Girolami T.,hdCn2wb5,Glushkova D.,GCVy5Dvm,Di Girolami T.,hdCn2wb5,,,,,,,4,6,3,6,,,2:17,1:15,1:02,,"12:35 PM, December 06, 2024",CLAY,
23ecNol8,correct,id_match,McNally C.,YDHquro6,Gibbs N.,rFKbUTHc,McNally C.,YDHquro6,Gibbs N.,rFKbUTHc,,,,,,,6,0,7,5,,,1:14,0:27,0:47,,"01:55 PM, January 30, 2019",HARD,
25O2iJbs,correct,id_match,Bonaventure Y.,hthrzV9t,Barthel M.,xYVwkuJR,Bonaventure Y.,hthrzV9t,Barthel M.,xYVwkuJR,,,,,,,1,6,7,5,6,4,1:37,0:21,0:39,0:37,"08:45 AM, July 07, 2022",CLAY,
271CUHed,correct,id_match,Fulgenzi B.,dhJGpiKB,Ezzat Y.,4tIAQcH8,Fulgenzi B.,dhJGpiKB,Ezzat Y.,4tIAQcH8,,,3,7,,,4,6,6,7,,,2:00,0:58,1:02,,"04:15 AM, April 03, 2025",HARD,
27g2gZOj,correct,id_match,Mozgaleva A.,rDvggN9D,Slavikova E.,80AX778d,Mozgaleva A.,rDvggN9D,Slavikova E.,80AX778d,,,,,,,3,6,5,7,,,1:51,0:38,1:13,,"06:05 AM, July 31, 2024",CLAY,
29OuvOne,correct,id_match,Sahdiieva A.,tA76SYXS,Rogozinska Dzik S.,t0r5YsgE,Sahdiieva A.,tA76SYXS,Rogozinska Dzik S.,t0r5YsgE,,,,,,,2,6,0,6,,,1:18,0:41,0:37,,"01:10 PM, June 13, 2025",HARD,
2BJXg9Xh,correct,id_match,Chlpac A.,ttInPTAe,Vasilyeva A.,KtK3eh8B,Chlpac A.,ttInPTAe,Vasilyeva A.,KtK3eh8B,,,,,,,6,1,1,6,6,2,1:43,0:36,0:32,0:35,"09:25 AM, August 20, 2024",CLAY,
2DS8frSq,correct,id_match,Svendsen J. C.,Y3DpoZ8a,Meyer Auf Der Heide L.,KviXua09,Svendsen J. C.,Y3DpoZ8a,Meyer Auf Der Heide L.,KviXua09,,,,,13,11,4,6,6,2,7,6,3:52,1:00,0:54,1:58,"05:10 AM, June 15, 2025",CLAY,
2Hv4LqCd,correct,id_match,Sauvant C.,WrzLwfbC,Petkovic A.,MwN7olup,Sauvant C.,WrzLwfbC,Petkovic A.,MwN7olup,,,,,,,6,3,1,0,,,0:56,0:45,0:11,,"06:10 AM, October 24, 2024",CLAY,
2Jy1m6jC,correct,id_match,Hruncakova V.,2ZK8XbpE,Volodko K.,UVzDxGPi,Hruncakova V.,2ZK8XbpE,Volodko K.,UVzDxGPi,,,,,,,6,1,7,5,,,1:25,0:31,0:54,,"01:40 AM, December 06, 2022",HARD,
2NJ7sijt,correct,id_match,Vlasselaer C.,KU5AAQ7Q,Adeshina E.,4EujnrQm,Vlasselaer C.,KU5AAQ7Q,Adeshina E.,4EujnrQm,,,,,,,6,1,6,1,,,1:16,0:35,0:41,,"05:10 AM, May 22, 2025",HARD,
2PQOfOng,correct,id_match,Cortez Llorca L.,tYPBR8kd,Eala A.,ppu9X7PH,Cortez Llorca L.,tYPBR8kd,Eala A.,ppu9X7PH,,,,,,,5,7,5,7,,,2:09,1:03,1:06,,"07:15 AM, July 18, 2024",W100 VITORIA,
2RNNm58a,correct,id_match,Crossley M.,rapg1GOD,Chang L.,QL0eKD3E,Crossley M.,rapg1GOD,Chang L.,QL0eKD3E,,,,,,,6,1,6,3,,,1:25,0:39,0:46,,"10:00 AM, May 17, 2025",CLAY,
2T4rw5Su,correct,id_match,Wickmayer Y.,byP3Cue7,Kucova K.,KtTuCQOP,Wickmayer Y.,byP3Cue7,Kucova K.,KtTuCQOP,,,,,,,1,6,6,0,4,0,1:22,0:30,0:26,0:26,"05:10 AM, May 11, 2023",CLAY,
2VXf8myQ,correct,id_match,Mikulskyte J.,CAN1jVGF,Belgraver J.,p0DXmPLa,Mikulskyte J.,CAN1jVGF,Belgraver J.,p0DXmPLa,,,,,,,2,6,3,6,,,1:36,0:53,0:43,,"11:00 AM, June 12, 2025",CLAY,
2Xl4VvKq,correct,id_match,Laboutkova A.,S8EzizKT,Zelnickova R.,2yKQRdij,Laboutkova A.,S8EzizKT,Zelnickova R.,2yKQRdij,,,,,3,7,6,4,3,6,6,7,2:45,0:49,0:45,1:11,"05:30 AM, October 02, 2024",HARD,
2ZBwvZ9a,correct,id_match,Visscher S. J.,6ornLmvN,Stresnakova K.,0QGWrJif,Visscher S. J.,6ornLmvN,Stresnakova K.,0QGWrJif,,,3,7,,,7,5,6,7,6,0,2:30,0:56,1:05,0:29,"04:00 AM, January 08, 2025",HARD,
2aqaiahf,correct,id_match,Hageman M.,IslgSQvo,Mozgaleva A.,rDvggN9D,Hageman M.,IslgSQvo,Mozgaleva A.,rDvggN9D,,,,,,,5,7,6,2,6,2,2:59,0:58,1:05,0:56,"04:30 AM, October 02, 2024",HARD,
2gYgBimD,correct,id_match,Hruncakova V.,2ZK8XbpE,Gadecki O.,4Qyc8N2g,Hruncakova V.,2ZK8XbpE,Gadecki O.,4Qyc8N2g,,,,,,,2,6,1,6,,,1:04,0:34,0:30,,"02:00 PM, October 09, 2025",HARD,
2iy8mEwp,correct,id_match,Poznikhirenko G.,xEYvxsz0,Brengle M.,QZFcAz5i,Poznikhirenko G.,xEYvxsz0,Brengle M.,QZFcAz5i,,,,,,,5,7,1,6,,,1:36,0:55,0:41,,"03:15 PM, August 10, 2023",HARD,
2kx1w3kf,correct,id_match,Riera J.,K4Sih0XH,Udvardy P.,bLI5Djkk,Riera J.,K4Sih0XH,Udvardy P.,bLI5Djkk,,,,,,,6,4,6,0,,,1:07,0:39,0:28,,"09:10 AM, May 02, 2024",CLAY,
2o4Qx0w1,correct,id_match,Newberry L.,UFGMlmdO,Kashyap T.,fwGynzUu,Newberry L.,UFGMlmdO,Kashyap T.,fwGynzUu,,,,,,,6,4,3,6,1,6,2:49,1:04,1:05,0:40,"09:35 AM, October 02, 2024",HARD,
2ozSvgLi,correct,id_match,Price G.,rkYa5Shm,Ramduth K. L.,nJBF1K3a,Price G.,rkYa5Shm,Ramduth K. L.,nJBF1K3a,,,,,,,6,0,6,1,,,0:59,0:24,0:35,,"03:45 AM, February 21, 2025",HARD,
2s4Py1bS,correct,id_match,Tanasie L.,f3VNER7g,Zund S.,plTCm5iA,Tanasie L.,f3VNER7g,Zund S.,plTCm5iA,7,3,,,,,7,6,6,3,,,2:33,1:32,1:01,,"03:00 AM, April 22, 2025",CLAY,
2uJcBvcC,correct,id_match,Skopintseva P.,4QrAKR6C,Liu M.,GCEI90lf,Skopintseva P.,4QrAKR6C,Liu M.,GCEI90lf,,,,,,,6,4,6,3,,,1:44,0:48,0:56,,"05:25 AM, June 24, 2025",HARD,
2wMyDcFk,correct,id_match,Radivojevic L.,UTN9MbHt,Mi T.,2ZZASehj,Radivojevic L.,UTN9MbHt,Mi T.,2ZZASehj,,,,,,,7,5,6,3,,,1:34,0:50,0:44,,"04:00 AM, October 23, 2024",HARD,
2ygOUSEF,correct,id_match,Rus A.,84GyAaXB,Perez Alarcon L.,GrDyrntO,Rus A.,84GyAaXB,Perez Alarcon L.,GrDyrntO,,,,,,,6,2,3,6,6,2,2:12,0:44,0:49,0:39,"04:25 PM, October 30, 2025",HARD,
2yyU2lKG,correct,id_match,Nugroho P. M.,UopBzI6j,Ito A.,fg8WB6JC,Nugroho P. M.,UopBzI6j,Ito A.,fg8WB6JC,,,,,,,1,6,4,6,,,1:11,0:23,0:48,,"10:10 PM, November 22, 2024",HARD,
40qzunbT,correct,id_match,Praefke P.,29l8zwQj,Bojica S.,tQQPf5AL,Praefke P.,29l8zwQj,Bojica S.,tQQPf5AL,,,,,,,1,6,7,5,1,6,2:28,0:38,1:17,0:33,"03:25 AM, October 31, 2024",HARD,
42ti8u8l,correct,id_match,Hibino N.,n5XviZ0t,Lee E.,ncLLz3yC,Hibino N.,n5XviZ0t,Lee E.,ncLLz3yC,,,7,2,,,7,5,7,6,,,2:04,0:56,1:08,,"01:10 AM, September 28, 2025",HARD,
46bciPlR,correct,id_match,Craciun G. A.,tKY1K8z4,Trnkovski K.,xQqSJvbJ,Craciun G. A.,tKY1K8z4,Trnkovski K.,xQqSJvbJ,,,,,,,6,1,6,1,,,1:03,0:30,0:33,,"04:10 AM, May 08, 2025",CLAY,
48oWC1iI,correct,id_match,Milutinovic E.,4CoKL0T6,Sun X.,Wbk4jvv8,Milutinovic E.,4CoKL0T6,Sun X.,Wbk4jvv8,,,,,,,1,6,0,6,,,1:07,0:37,0:30,,"04:30 AM, May 13, 2025",CLAY,
4Af5iuTs,correct,id_match,You X.,4Um0wVmD,Bara I.,zk2irZZG,You X.,4Um0wVmD,Bara I.,zk2irZZG,,,,,,,2,6,6,4,6,4,2:35,0:38,0:55,1:02,"08:45 AM, June 13, 2024",CLAY,
4CTgzQa6,correct,id_match,Li Z.,00MKCU0d,Tucakovic S.,KzGJRUHN,Li Z.,00MKCU0d,Tucakovic S.,KzGJRUHN,,,,,,,4,6,2,6,,,1:49,0:58,0:51,,"02:10 AM, January 29, 2025",CLAY,
4CudAH1B,correct,id_match,Marchesini M. V.,re0UBOGL,Vergara Rivera A.,Q3HFKpkS,Marchesini M. V.,re0UBOGL,Vergara Rivera A.,Q3HFKpkS,,,,,,,0,6,2,6,,,1:04,0:26,0:38,,"09:20 AM, November 07, 2024",CLAY,
4Ehly4LE,correct,id_match,Bergler O.,0bk1zmvL,Nishino N.,0p2EtpIj,Bergler O.,0bk1zmvL,Nishino N.,0p2EtpIj,,,,,,,2,6,3,6,,,1:26,0:38,0:48,,"02:30 AM, December 26, 2024",CLAY,
4IU02uo1,correct,id_match,Hossam Salah J.,dC3FEWpE,Mert A.,lAdNWLA6,Hossam Salah J.,dC3FEWpE,Mert A.,lAdNWLA6,,,,,,,7,5,6,3,,,1:35,0:51,0:44,,"05:35 AM, July 04, 2025",HARD,
4Kq6qrM8,correct,id_match,Subasic A.,dj48my8Q,Khulapova L.,byCWhbUs,Subasic A.,dj48my8Q,Khulapova L.,byCWhbUs,,,,,,,6,4,6,3,,,1:25,0:46,0:39,,"03:55 AM, June 04, 2025",HARD,
4Oaa0pSG,correct,id_match,Back D.,WWkxyOw9,Jang G.,lj0um52s,Back D.,WWkxyOw9,Jang G.,lj0um52s,,,,,,,6,2,6,4,,,1:34,0:47,0:47,,"09:10 PM, May 30, 2025",HARD,
4Q8aQ71l,correct,id_match,Kummel A.,SMy0QXCc,Fedorova A.,2uNkfDVo,Kummel A.,SMy0QXCc,Fedorova A.,2uNkfDVo,,,,,,,6,4,6,4,,,1:42,0:54,0:48,,"01:00 AM, August 09, 2024",HARD,
4SskxomG,correct,id_match,Minnen G.,QoLeDQFG,Lottner A.,fJu6rfgK,Minnen G.,QoLeDQFG,Lottner A.,fJu6rfgK,,,,,,,4,6,4,6,,,1:30,0:48,0:42,,"06:35 AM, May 16, 2019",CLAY,
4UzQsU8O,correct,id_match,Sieg M.,G66hUeX6,Chang H.,ncuzeEss,Sieg M.,G66hUeX6,Chang H.,ncuzeEss,,,,,,,1,6,0,1,,,0:32,0:25,0:07,,"02:00 PM, April 24, 2025",CLAY,
4Wa0dBpA,correct,id_match,Cembranos P.,xnyRVBx9,Gorska D.,tfIDU25e,Cembranos P.,xnyRVBx9,Gorska D.,tfIDU25e,,,,,,,4,6,6,4,6,1,1:54,0:40,0:42,0:32,"07:30 AM, March 27, 2025",HARD,
4YtggOsT,correct,id_match,Glushkova D.,GCVy5Dvm,Gudelj V.,SCVqklnb,Glushkova D.,GCVy5Dvm,Gudelj V.,SCVqklnb,,,,,,,6,1,6,3,,,1:27,0:36,0:51,,"01:40 AM, December 06, 2024",CLAY,
4bGtZkx9,correct,id_match,Chen Y.,W0xI1UI0,Ren Y.,dfAUd6JU,Chen Y.,W0xI1UI0,Ren Y.,dfAUd6JU,,,,,,,6,3,3,6,,,1:58,0:57,1:01,,"02:25 AM, April 09, 2025",HARD,
4bncXGWF,correct,id_match,Bolkvadze M.,vySLbjQG,Sorribes Tormo S.,xEGb8F4p,Bolkvadze M.,vySLbjQG,Sorribes Tormo S.,xEGb8F4p,,,,,,,4,6,0,3,,,1:18,0:53,0:25,,"04:40 AM, December 11, 2019",HARD,
4dmPLPLN,correct,id_match,Radovanovic N.,hrwKEMB4,Khomutsianskaya D.,dS1n45Hp,Radovanovic N.,hrwKEMB4,Khomutsianskaya D.,dS1n45Hp,,,,,,,6,0,6,0,,,0:52,0:28,0:24,,"05:45 AM, March 26, 2025",HARD,
4ffthWGP,correct,id_match,Wildgruber A.,dvs1sNfm,Avataneo S.,KpeHh77A,Wildgruber A.,dvs1sNfm,Avataneo S.,KpeHh77A,,,,,,,6,2,6,2,,,1:27,0:44,0:43,,"06:25 AM, April 23, 2025",HARD,
4hmGEyS6,correct,id_match,Vagramov A.,dAwcIK0K,Arakawa N.,Y5gsRhBS,Vagramov A.,dAwcIK0K,Arakawa N.,Y5gsRhBS,,,,,,,6,3,4,6,1,6,2:35,0:41,1:05,0:49,"03:20 PM, June 26, 2025",HARD,
4j6eAWor,correct,id_match,Jang S. J.,OUcOCbAR,Zarazua R.,6TlRnRze,Jang S. J.,OUcOCbAR,Zarazua R.,6TlRnRze,,,,,,,6,2,6,1,,,1:19,0:38,0:41,,"11:10 AM, August 11, 2023",HARD,
4jdTC8d2,correct,id_match,Gabric A.,t6VHseFe,Tiron E. C. A.,Sb5A2eMl,Gabric A.,t6VHseFe,Tiron E. C. A.,Sb5A2eMl,,,,,,,6,4,6,1,,,1:49,0:45,1:04,,"07:30 AM, February 19, 2025",HARD,
4lXTWG2T,correct,id_match,Shimizu A.,pIlfhnfl,Ku Y.,hSk9dOo1,Shimizu A.,pIlfhnfl,Ku Y.,hSk9dOo1,,,,,,,6,3,6,3,,,1:13,0:32,0:41,,"01:10 AM, April 06, 2025",HARD,
4peb0cVI,correct,id_match,Helmi O.,b7Jv6ogd,Cervino Ruiz C.,hAMmOqXK,Helmi O.,b7Jv6ogd,Cervino Ruiz C.,hAMmOqXK,,,,,,,4,6,6,3,7,5,2:35,0:41,0:47,1:07,"11:05 AM, January 06, 2025",HARD,
4tRxd3th,correct,id_match,Ivanova D.,UZorTUvc,Rushiti A.,E9EuKLkP,Ivanova D.,UZorTUvc,Rushiti A.,E9EuKLkP,,,,,,,6,4,3,6,4,6,2:01,0:40,0:37,0:44,"04:10 AM, April 10, 2025",HARD,
4v4yot0f,correct,id_match,Ye S.,zoHi1NvS,Ren Y.,dfAUd6JU,Ye S.,zoHi1NvS,Ren Y.,dfAUd6JU,,,,,,,3,6,1,6,,,1:35,0:42,0:53,,"10:10 PM, April 09, 2025",HARD,
4x3u7tlS,correct,id_match,Chen M.,SIay73TN,Wu Ho C.,Q1PY9KEB,Chen M.,SIay73TN,Wu Ho C.,Q1PY9KEB,,,,,,,4,6,6,1,6,1,2:03,0:43,0:31,0:49,"01:20 AM, May 27, 2025",HARD,
4zUOms5K,correct,id_match,Sun Y.,0phSX4j9,Okur D.,zcmOpdUN,Sun Y.,0phSX4j9,Okur D.,zcmOpdUN,,,,,,,2,6,6,2,6,4,2:10,0:36,0:36,0:58,"01:30 AM, December 27, 2024",CLAY,
61kIkWuH,correct,id_match,Tucakovic S.,KzGJRUHN,Konjikusic P.,8xv6i8Ph,Tucakovic S.,KzGJRUHN,Konjikusic P.,8xv6i8Ph,9,11,,,,,6,7,4,6,,,2:13,1:17,0:56,,"04:25 AM, July 02, 2025",CLAY,
651KYKNp,correct,id_match,Yang Y.,ziXD7L4M,Hou Y.,I5fDV7JS,Yang Y.,ziXD7L4M,Hou Y.,I5fDV7JS,,,,,,,6,1,6,1,,,1:11,0:34,0:37,,"10:10 PM, June 26, 2025",HARD,
678XB1Oi,correct,id_match,Paquet C.,GhrNHJ5h,Lazaro Garcia A.,6gnFIFZS,Paquet C.,GhrNHJ5h,Lazaro Garcia A.,6gnFIFZS,,,,,,,6,2,7,5,,,1:43,0:44,0:59,,"08:55 AM, April 09, 2025",CLAY,
69FjMcTk,correct,id_match,Shimizu A.,pIlfhnfl,Sawashiro K.,xE7G3oLC,Shimizu A.,pIlfhnfl,Sawashiro K.,xE7G3oLC,,,,,,,4,6,6,4,3,6,2:31,0:48,0:55,0:48,"09:20 PM, July 31, 2024",HARD,
69ozkJIn,correct,id_match,Radwanska U.,8nwHy6Ml,Yashina E.,tY0RrqkF,Radwanska U.,8nwHy6Ml,Yashina E.,tY0RrqkF,,,,,,,4,6,3,6,,,1:25,0:42,0:43,,"09:35 AM, August 02, 2022",HARD,
6DHb8DWa,correct,id_match,Zhiyenbayeva S.,dpoPf0xc,Zelinskaya D.,rcwapmSp,Zhiyenbayeva S.,dpoPf0xc,Zelinskaya D.,rcwapmSp,,,,,,,6,2,6,3,,,1:18,0:35,0:43,,"02:30 AM, August 08, 2024",HARD,
6DXToeMq,correct,id_match,Kalyakina M.,Qs2iRuRh,Zverava U.,QZKHTuWr,Kalyakina M.,Qs2iRuRh,Zverava U.,QZKHTuWr,,,,,,,6,3,3,6,6,4,2:06,0:31,0:43,0:52,"09:30 AM, March 26, 2025",HARD,
6DugkfYG,correct,id_match,Wang J.,8lEBU6H0,Li Ji.,S2MBpQuL,Wang J.,8lEBU6H0,Li Ji.,S2MBpQuL,,,,,,,6,3,6,1,,,1:16,0:45,0:31,,"12:05 AM, May 28, 2025",HARD,
6FEvT73T,correct,id_match,Martic P.,r9RckFqs,Korneeva A.,OlQsiYlU,Martic P.,r9RckFqs,Korneeva A.,OlQsiYlU,,,,,,,0,0,,,,,0:04,0:04,,,"06:50 AM, September 20, 2024",HARD,
6FWAAjm2,correct,id_match,Bara I.,zk2irZZG,Loeb J.,dnuFIN0K,Bara I.,zk2irZZG,Loeb J.,dnuFIN0K,,,4,7,,,6,4,6,7,3,6,2:48,0:51,1:11,0:46,"10:10 AM, May 06, 2021",CLAY,
6HRiMjiM,correct,id_match,Herrmann S.,MHYIXZla,Goina P. G.,SpwL6uy4,Herrmann S.,MHYIXZla,Goina P. G.,SpwL6uy4,,,,,,,6,1,6,4,,,1:30,0:39,0:51,,"03:30 AM, October 17, 2024",CLAY,
6JEOKfqR,correct,id_match,Yoruk I.,x4gMgxcQ,Noskova L.,zHMiAkw6,Yoruk I.,x4gMgxcQ,Noskova L.,zHMiAkw6,,,,,,,2,6,1,6,,,1:15,0:42,0:33,,"07:05 AM, July 05, 2022",CLAY,
6L71iekJ,correct,id_match,Dencheva R.,nBPFcIyT,Rey Garcia A.,CAPe888e,Dencheva R.,nBPFcIyT,Rey Garcia A.,CAPe888e,,,,,,,2,6,6,1,6,1,1:54,0:35,0:41,0:38,"05:15 AM, March 23, 2025",CLAY,
6N4wYNcR,correct,id_match,Tsujioka S.,SK3O6UQ7,Ozeki M.,6qNe9M4A,Tsujioka S.,SK3O6UQ7,Ozeki M.,6qNe9M4A,,,,,,,4,6,3,6,,,1:26,0:42,0:44,,"12:55 AM, May 14, 2025",HARD,
